balance,annual_interest_rate,interest_rate_type,repayment_term,monthly_payment,account_update_date,account_type_id,users_id,,,
146085.99,1.41,Fixed,,,3/5/2020 13:00,13,946,,,
"497,261.46",2.77,Fixed,256,62,3/5/2020 13:00,2,946,,,
110355.78,,,,,3/5/2020 17:19,7,391,,,
33221.37,,,,,3/5/2020 20:20,7,98,,,
67593.53,,,,,3/5/2020 20:20,10,98,,,
"571,662.13",2.87,Float,14,87,3/5/2020 20:21,2,366,,,
174110.94,6.78,Float,218,28,3/5/2020 20:48,4,534,,,
103427.31,4.33,Float,210,51,3/5/2020 20:57,4,192,,,
100483.5,,,,,3/5/2020 20:57,7,192,,,
179441.48,1.32,Fixed,,,3/5/2020 20:57,13,192,,,
"152,794.18",4.57,Fixed,161,28,3/5/2020 20:57,2,192,,,
6040.46,28.34,Float,,,3/5/2020 22:22,6,767,,,
31720.65,4.53,Float,112,52,3/5/2020 22:22,4,767,,,
11637.64,5.3,Fixed,38,23,3/6/2020 8:26,5,998,,,
3398.86,24.68,Float,,,3/6/2020 11:05,6,608,,,
"491,219.87",2.88,Fixed,31,27,3/6/2020 12:52,2,20,,,
47840.13,,,,,3/6/2020 13:29,7,774,,,
134510.59,1.05,Float,,,3/6/2020 13:37,13,671,,,
238455.02,,,,,3/6/2020 15:06,8,189,,,
8769.06,0.21,Float,,,3/6/2020 20:20,13,607,,,
9756.18,4.71,Fixed,25,71,3/6/2020 23:28,5,875,,,
7170.98,,,,,3/7/2020 0:16,12,207,,,
26641.85,1.94,Float,,,3/7/2020 1:31,13,941,,,
52789.83,,,,,3/7/2020 1:31,11,941,,,
1328.02,,,,,3/7/2020 1:31,12,941,,,
111894.36,0.77,Fixed,,,3/7/2020 2:31,13,665,,,
27568.02,,,,,3/7/2020 2:31,7,665,,,
9413.32,,,,,3/7/2020 5:03,12,391,,,
"452,837.48",4.38,Fixed,26,47,3/7/2020 6:03,2,371,,,
19242.89,,,,,3/7/2020 6:03,8,371,,,
34975.3,4.69,Float,11,73,3/7/2020 8:46,4,791,,,
7505.2,5.33,Fixed,19,86,3/7/2020 9:54,5,254,,,
63257.23,0.9,Fixed,,,3/7/2020 14:05,13,772,,,
100036.29,,,,,3/7/2020 14:12,7,58,,,
13925.25,13.53,Fixed,,,3/7/2020 17:59,6,100,,,
12906.95,14.03,Float,,,3/7/2020 20:47,6,118,,,
3016.62,,,,,3/7/2020 20:47,12,118,,,
5400.59,7.83,Float,127,6,3/7/2020 21:05,4,476,,,
148898.63,,,,,3/7/2020 23:37,7,344,,,
183518.87,0.21,Fixed,,,3/7/2020 23:37,13,344,,,
3558.65,,,,,3/8/2020 1:01,12,495,,,
78463.73,0.63,Fixed,,,3/8/2020 3:55,13,900,,,
"623,517.90",2.66,Float,65,17,3/8/2020 4:10,2,777,,,
31006.52,,,,,3/8/2020 5:52,10,359,,,
341437.71,,,,,3/8/2020 7:26,9,946,,,
287538.81,,,,,3/8/2020 9:25,9,497,,,
4600.85,16.26,Fixed,,,3/8/2020 9:25,6,497,,,
2872.25,,,,,3/8/2020 10:21,12,712,,,
596.67,0.05,Fixed,,,3/8/2020 10:38,12,135,,,
4921.15,7.67,Float,9,87,3/8/2020 18:19,3,298,,,
7423.8,16.82,Float,,,3/8/2020 18:39,6,171,,,
190609.8,,,,,3/8/2020 18:59,9,319,,,
37477.06,2.28,Float,,,3/8/2020 22:16,13,352,,,
14459.45,3.46,Float,27,75,3/8/2020 22:46,5,7,,,
52835.56,1.15,Fixed,,,3/9/2020 1:19,13,261,,,
131801.19,0.05,Float,,,3/9/2020 3:23,13,982,,,
5607.62,15.46,Float,,,3/9/2020 3:51,6,656,,,
1505.53,,,,,3/9/2020 3:51,12,656,,,
86132.54,1.24,Float,,,3/9/2020 4:16,13,739,,,
110379.49,2.19,Fixed,,,3/9/2020 4:59,13,235,,,
68082.62,,,,,3/9/2020 4:59,8,235,,,
238506.66,2.41,Float,,,3/9/2020 11:45,13,436,,,
289589.4,,,,,3/9/2020 13:08,8,894,,,
10713.36,12.79,Fixed,,,3/9/2020 15:58,6,268,,,
108265.92,2.31,Float,,,3/9/2020 17:08,13,428,,,
10887.21,15.8,Float,,,3/9/2020 18:32,6,216,,,
13238.36,26.54,Fixed,,,3/9/2020 19:05,6,124,,,
46956.55,5.79,Float,132,70,3/9/2020 20:24,4,461,,,
209986.19,0.54,Float,,,3/9/2020 21:58,13,718,,,
338956.19,,,,,3/9/2020 22:15,9,24,,,
4804.15,5.41,Fixed,42,11,3/9/2020 22:15,5,24,,,
5008.18,,,,,3/9/2020 22:15,12,24,,,
156925.6,,,,,3/9/2020 22:37,9,876,,,
4518.02,,,,,3/10/2020 0:06,12,876,,,
141787.53,,,,,3/10/2020 2:27,7,167,,,
6359.4,,,,,3/10/2020 4:45,12,476,,,
15537.27,8.12,Fixed,20,55,3/10/2020 6:22,1,829,,,
5155.03,,,,,3/10/2020 10:07,12,718,,,
155096.3,7.62,Fixed,108,93,3/10/2020 12:59,4,941,,,
441200.34,,,,,3/10/2020 13:14,9,122,,,
89136.8,1.4,Float,,,3/10/2020 13:26,13,613,,,
1993.97,9.31,Fixed,52,5,3/10/2020 13:48,3,45,,,
79984.84,0.08,Fixed,,,3/10/2020 13:49,13,768,,,
97754.28,0.78,Fixed,,,3/10/2020 16:28,13,581,,,
63593.18,,,,,3/10/2020 16:28,10,581,,,
134491.44,,,,,3/10/2020 16:28,7,581,,,
87220.6,4.17,Float,210,7,3/10/2020 17:12,4,973,,,
9684.11,21.35,Fixed,,,3/10/2020 23:56,6,824,,,
6164.48,,,,,3/10/2020 23:56,11,824,,,
"417,602.49",5.23,Fixed,118,71,3/11/2020 0:25,2,624,,,
24648.97,0.56,Fixed,,,3/11/2020 2:16,13,904,,,
114156.14,,,,,3/11/2020 2:16,7,904,,,
3926.59,4.28,Float,36,22,3/11/2020 2:46,3,588,,,
8128.79,,,,,3/11/2020 3:14,12,638,,,
163864.65,,,,,3/11/2020 4:00,9,49,,,
325183.96,,,,,3/11/2020 4:00,8,49,,,
80979.99,2.02,Fixed,,,3/11/2020 4:00,13,49,,,
"13,400.78",2.92,Fixed,209,100,3/11/2020 7:19,2,584,,,
242416.78,,,,,3/11/2020 8:26,9,813,,,
194288.32,8.14,Float,117,59,3/11/2020 8:46,4,202,,,
648.56,0.02,Float,,,3/11/2020 10:25,13,125,,,
"284,712.94",6.39,Fixed,126,20,3/11/2020 12:31,2,231,,,
12215.18,19.37,Fixed,,,3/11/2020 13:00,6,289,,,
6646.35,10.27,Float,,,3/11/2020 14:50,6,173,,,
1927.57,,,,,3/11/2020 15:12,12,329,,,
1109.11,,,,,3/11/2020 17:20,9,329,,,
171160.07,,,,,3/11/2020 17:20,8,329,,,
"637,973.73",2.57,Float,112,28,3/11/2020 17:20,2,329,,,
9357.31,,,,,3/11/2020 18:16,12,516,,,
3592.35,,,,,3/11/2020 18:37,12,188,,,
84369.01,,,,,3/11/2020 19:06,7,662,,,
164685.27,1.07,Float,,,3/11/2020 22:37,13,969,,,
35548.6,,,,,3/12/2020 1:23,11,117,,,
5990.74,,,,,3/12/2020 4:12,12,997,,,
114191.55,3.74,Float,183,30,3/12/2020 4:12,4,997,,,
9868.51,,,,,3/12/2020 6:41,12,677,,,
7931.43,1.62,Fixed,,,3/12/2020 10:09,14,867,,,
186701.86,6.54,Fixed,46,37,3/12/2020 10:09,4,867,,,
4644.8,,,,,3/12/2020 10:09,12,867,,,
8917.94,,,,,3/12/2020 11:19,12,752,,,
5954.04,25.45,Float,,,3/12/2020 11:21,6,777,,,
65673.42,,,,,3/12/2020 14:31,11,735,,,
246388.64,1.79,Fixed,,,3/12/2020 15:32,13,516,,,
6765.91,18.05,Fixed,,,3/12/2020 16:55,6,250,,,
5363.26,,,,,3/12/2020 18:03,12,548,,,
7203.14,,,,,3/12/2020 18:43,12,210,,,
"382,097.00",3.58,Float,33,53,3/12/2020 19:38,2,172,,,
110200.19,2.17,Float,,,3/12/2020 19:38,13,172,,,
100699.2,,,,,3/12/2020 19:38,9,172,,,
257183.2,,,,,3/12/2020 19:38,9,172,,,
40170.44,4.43,Fixed,198,37,3/12/2020 22:52,4,787,,,
30217.09,1.93,Fixed,,,3/13/2020 2:43,13,925,,,
12225.86,17.37,Fixed,,,3/13/2020 2:43,6,925,,,
6795.67,,,,,3/13/2020 2:43,12,925,,,
163182.09,7.28,Fixed,183,50,3/13/2020 2:50,4,516,,,
9862.83,25.45,Fixed,,,3/13/2020 4:48,6,541,,,
139449.29,1.2,Float,,,3/13/2020 4:48,13,541,,,
9998.34,5.14,Fixed,15,78,3/13/2020 5:35,5,142,,,
2738.57,,,,,3/13/2020 5:35,12,142,,,
973.48,29.03,Fixed,,,3/13/2020 5:54,6,860,,,
12315.41,4.03,Fixed,25,46,3/13/2020 6:04,5,740,,,
127995.91,,,,,3/13/2020 7:51,9,124,,,
2582.38,21.87,Float,,,3/13/2020 9:47,6,712,,,
150278.11,5.86,Fixed,148,7,3/13/2020 10:17,4,179,,,
1826.31,,,,,3/13/2020 10:39,12,641,,,
172219.6,5.8,Float,160,69,3/13/2020 12:24,4,837,,,
5962.5,,,,,3/13/2020 14:28,12,121,,,
85332.5,2.17,Fixed,,,3/13/2020 16:01,13,638,,,
112279.94,0.9,Fixed,,,3/13/2020 16:30,13,18,,,
3256,,,,,3/13/2020 16:30,12,18,,,
210516.53,,,,,3/13/2020 16:30,9,18,,,
6918.36,,,,,3/13/2020 16:42,12,808,,,
3689.85,25.48,Float,,,3/13/2020 16:42,6,808,,,
"704,871.35",1.63,Fixed,213,1,3/14/2020 1:12,2,132,,,
18255.24,0.34,Fixed,,,3/14/2020 4:59,13,137,,,
20677.88,1.3,Float,,,3/14/2020 5:31,13,668,,,
288121.83,,,,,3/14/2020 5:41,9,344,,,
8099.27,,,,,3/14/2020 6:37,12,746,,,
111836.12,,,,,3/14/2020 9:21,7,633,,,
332617.68,,,,,3/14/2020 9:29,9,286,,,
142628.18,3.52,Fixed,104,11,3/14/2020 17:54,4,351,,,
5353.45,,,,,3/14/2020 18:00,12,387,,,
3359.36,,,,,3/14/2020 18:15,12,684,,,
216233.77,0.41,Fixed,,,3/14/2020 19:22,13,253,,,
3719.24,,,,,3/14/2020 21:19,11,465,,,
"327,586.11",4.52,Fixed,120,97,3/14/2020 23:44,2,86,,,
5272.34,,,,,3/14/2020 23:44,12,86,,,
10921.88,4.01,Fixed,43,55,3/14/2020 23:44,5,86,,,
9456.24,,,,,3/15/2020 0:26,12,880,,,
"227,495.10",4.8,Fixed,77,21,3/15/2020 1:34,2,435,,,
98912.62,,,,,3/15/2020 3:43,7,49,,,
2574.99,3.16,Fixed,,,3/15/2020 12:08,14,642,,,
101946.39,1.61,Float,,,3/15/2020 12:43,13,414,,,
4620.95,1.97,Fixed,,,3/15/2020 13:14,14,677,,,
"530,690.06",2.39,Float,91,73,3/15/2020 14:58,2,244,,,
59978.54,0.89,Fixed,,,3/15/2020 17:10,13,394,,,
11302.48,12.21,Fixed,,,3/15/2020 18:40,6,245,,,
142901.19,4.27,Float,2,16,3/15/2020 20:13,4,497,,,
137447.77,7.05,Float,182,98,3/16/2020 3:07,4,435,,,
10146.29,22.2,Fixed,,,3/16/2020 3:28,6,297,,,
205706.17,,,,,3/16/2020 6:08,9,739,,,
360.04,0.18,Fixed,,,3/16/2020 11:31,13,860,,,
"533,034.22",0.56,Float,47,54,3/16/2020 13:05,2,791,,,
65186.85,,,,,3/16/2020 13:38,7,901,,,
76013.06,,,,,3/16/2020 15:00,7,792,,,
3502.59,,,,,3/16/2020 15:00,12,792,,,
13890.26,18.22,Fixed,,,3/16/2020 15:30,6,844,,,
54735.65,,,,,3/16/2020 23:29,11,53,,,
149519.87,,,,,3/17/2020 2:57,7,909,,,
88467.36,,,,,3/17/2020 2:57,7,909,,,
9024.32,,,,,3/17/2020 5:45,12,765,,,
13547.2,16.73,Fixed,,,3/17/2020 10:17,6,865,,,
164643.28,1.76,Fixed,,,3/17/2020 10:17,13,865,,,
12608.2,26.97,Float,,,3/17/2020 12:08,6,982,,,
74674.83,1.87,Fixed,,,3/17/2020 13:06,13,161,,,
119931.15,,,,,3/17/2020 18:11,7,24,,,
105547.55,2.35,Fixed,,,3/17/2020 18:27,13,263,,,
369542.98,,,,,3/17/2020 18:39,9,420,,,
21695.35,,,,,3/17/2020 18:39,10,420,,,
54553.09,0.31,Fixed,,,3/17/2020 18:39,13,420,,,
73065.88,,,,,3/17/2020 18:39,7,420,,,
"661,426.77",6.12,Fixed,178,94,3/17/2020 18:39,2,420,,,
72812.31,,,,,3/17/2020 19:44,7,381,,,
212560.61,0.77,Float,,,3/17/2020 20:32,13,387,,,
174666.27,7.07,Fixed,159,57,3/17/2020 21:21,4,177,,,
133612.32,0.07,Float,,,3/17/2020 21:55,13,393,,,
228.62,9.94,Float,33,92,3/17/2020 21:55,1,393,,,
10372.14,26.7,Float,,,3/17/2020 21:55,6,393,,,
1644.44,,,,,3/17/2020 23:42,12,857,,,
92121.7,,,,,3/18/2020 0:17,7,548,,,
172134.38,1.36,Float,,,3/18/2020 0:31,13,447,,,
"223,543.04",1.42,Float,78,92,3/18/2020 0:50,2,765,,,
63620.2,,,,,3/18/2020 4:38,11,411,,,
36622.45,,,,,3/18/2020 6:26,11,366,,,
13321.3,16.31,Float,,,3/18/2020 6:50,6,863,,,
8272.8,,,,,3/18/2020 8:20,12,328,,,
184024.85,6.74,Fixed,75,76,3/18/2020 16:35,4,411,,,
"56,254.70",2.55,Float,153,19,3/18/2020 22:03,2,188,,,
7695.65,,,,,3/18/2020 22:16,12,900,,,
114369.11,0.29,Float,,,3/19/2020 0:26,13,210,,,
6991.97,,,,,3/19/2020 0:44,12,956,,,
8903.17,,,,,3/19/2020 1:16,12,314,,,
101488.35,,,,,3/19/2020 1:37,9,530,,,
"429,233.92",5.88,Fixed,94,43,3/19/2020 3:20,2,495,,,
3897.07,,,,,3/19/2020 4:02,12,319,,,
9055.08,,,,,3/19/2020 5:22,12,860,,,
8179.62,,,,,3/19/2020 16:56,12,221,,,
142682.38,8.43,Float,135,96,3/19/2020 21:55,4,36,,,
304727.85,,,,,3/19/2020 21:55,9,36,,,
10437.02,15.08,Fixed,,,3/19/2020 21:55,6,36,,,
201983.82,2.43,Fixed,,,3/20/2020 3:39,13,439,,,
117775.65,0.17,Float,,,3/20/2020 4:11,13,833,,,
143823.56,0.79,Fixed,,,3/20/2020 5:07,13,752,,,
320127.7,,,,,3/20/2020 12:55,9,820,,,
235.73,,,,,3/20/2020 13:19,12,532,,,
88140.34,4.14,Float,112,33,3/20/2020 13:19,4,532,,,
106946.87,1.71,Fixed,,,3/20/2020 14:23,13,793,,,
1199.61,,,,,3/20/2020 14:23,12,793,,,
8722.34,5.67,Fixed,56,23,3/20/2020 14:46,5,595,,,
10329.56,27.93,Float,,,3/20/2020 17:31,6,605,,,
2328.81,21.76,Fixed,,,3/20/2020 17:31,6,605,,,
125757.27,,,,,3/20/2020 17:58,7,739,,,
114951.62,3.35,Float,228,42,3/20/2020 19:43,4,736,,,
70554.88,1.29,Float,,,3/20/2020 19:43,13,736,,,
276398.93,,,,,3/20/2020 21:17,9,681,,,
76100.19,4.89,Fixed,146,64,3/20/2020 22:34,4,504,,,
80444.44,0.93,Float,,,3/20/2020 22:56,13,231,,,
480.36,,,,,3/20/2020 23:16,12,456,,,
2317.13,24.08,Fixed,,,3/20/2020 23:16,6,456,,,
58679.47,,,,,3/20/2020 23:16,10,456,,,
53687.04,,,,,3/20/2020 23:16,7,456,,,
16202.02,6.13,Fixed,29,59,3/20/2020 23:47,5,309,,,
13171.64,,,,,3/21/2020 1:25,7,355,,,
42065.63,,,,,3/21/2020 1:56,10,824,,,
6188.96,,,,,3/21/2020 3:02,12,106,,,
199187.65,,,,,3/21/2020 3:02,9,106,,,
163184,4.01,Fixed,222,4,3/21/2020 3:49,4,879,,,
128105.61,,,,,3/21/2020 4:14,8,86,,,
4564.37,10.26,Fixed,5,1,3/21/2020 6:04,3,535,,,
64435.85,6.19,Fixed,51,27,3/21/2020 6:04,4,535,,,
2044.84,,,,,3/21/2020 6:04,12,535,,,
346831.29,,,,,3/21/2020 9:17,9,721,,,
5028.82,,,,,3/21/2020 12:14,12,801,,,
4730.4,,,,,3/21/2020 13:00,12,193,,,
97951.66,2.23,Float,,,3/21/2020 13:56,13,874,,,
960.25,6.76,Fixed,51,89,3/21/2020 17:06,3,1,,,
113082.57,,,,,3/21/2020 17:06,7,1,,,
5727.39,,,,,3/21/2020 17:06,12,1,,,
693.36,,,,,3/21/2020 17:23,11,456,,,
133385.29,3.95,Float,226,41,3/21/2020 18:41,4,192,,,
28079.64,,,,,3/21/2020 18:49,9,433,,,
148241.24,2.15,Float,,,3/21/2020 20:37,13,289,,,
2084.52,,,,,3/21/2020 22:47,12,624,,,
80816.75,7.74,Fixed,97,16,3/22/2020 0:06,4,478,,,
36483.98,,,,,3/22/2020 1:31,9,671,,,
88854.67,0.63,Float,,,3/22/2020 4:42,13,681,,,
56089.58,0.28,Float,,,3/22/2020 6:26,13,429,,,
17012.23,5.15,Fixed,26,69,3/22/2020 6:26,5,429,,,
2633.5,,,,,3/22/2020 6:26,12,429,,,
362778.9,,,,,3/22/2020 6:48,9,100,,,
51694.73,,,,,3/22/2020 6:50,7,800,,,
133733.91,4.35,Fixed,9,87,3/22/2020 9:50,4,127,,,
101157.29,7.57,Float,180,40,3/22/2020 9:50,4,127,,,
36641.1,,,,,3/22/2020 9:50,10,127,,,
9023.05,25.42,Fixed,,,3/22/2020 10:04,6,947,,,
168732.73,4.01,Fixed,175,3,3/22/2020 10:04,4,947,,,
50557.11,6.51,Float,194,21,3/22/2020 14:10,4,308,,,
16998.02,4,Float,38,89,3/22/2020 14:10,5,308,,,
3715.53,19.58,Fixed,,,3/22/2020 14:10,6,308,,,
145274.39,4.21,Float,46,56,3/22/2020 14:10,4,308,,,
2827.05,,,,,3/22/2020 15:10,9,810,,,
198809.32,4.46,Float,205,9,3/22/2020 15:58,4,396,,,
98433.31,,,,,3/22/2020 16:40,7,371,,,
1228.42,,,,,3/22/2020 17:43,12,716,,,
8261.42,22.96,Float,,,3/22/2020 18:29,6,37,,,
6851.92,,,,,3/22/2020 18:29,12,37,,,
146406.67,,,,,3/22/2020 18:29,7,37,,,
21491.25,1.24,Fixed,,,3/22/2020 19:22,13,652,,,
37087.08,,,,,3/22/2020 19:57,7,909,,,
322.63,,,,,3/22/2020 20:48,12,58,,,
131848.76,,,,,3/22/2020 22:43,8,230,,,
6287.52,25.61,Fixed,,,3/23/2020 2:32,6,480,,,
6092.13,11.22,Float,,,3/23/2020 3:47,6,158,,,
2090.06,,,,,3/23/2020 3:47,12,158,,,
23947.71,3.63,Float,32,87,3/23/2020 3:47,5,158,,,
7547.27,,,,,3/23/2020 3:49,12,832,,,
17438.5,2.32,Float,,,3/23/2020 4:45,13,98,,,
152953.48,1.7,Float,,,3/23/2020 7:31,13,600,,,
348475.53,,,,,3/23/2020 7:40,9,556,,,
7686.62,20.32,Fixed,,,3/23/2020 7:40,6,556,,,
4895.1,,,,,3/23/2020 9:06,12,179,,,
13900.86,25.41,Float,,,3/23/2020 9:24,6,928,,,
68446.65,,,,,3/23/2020 9:24,11,928,,,
95715.12,,,,,3/23/2020 12:41,7,460,,,
858.04,28.94,Float,,,3/23/2020 13:09,6,559,,,
17292.93,,,,,3/23/2020 15:14,7,568,,,
13857.27,5.46,Float,13,66,3/23/2020 15:42,5,891,,,
2600.64,0,Fixed,,,3/23/2020 16:44,12,605,,,
941.06,,,,,3/23/2020 18:09,12,774,,,
2629.83,2.24,Fixed,,,3/23/2020 19:26,13,674,,,
143414.36,,,,,3/23/2020 19:26,7,674,,,
9963.81,,,,,3/23/2020 19:26,12,674,,,
130311.36,,,,,3/23/2020 20:56,7,209,,,
65383.66,0.24,Float,,,3/23/2020 20:56,13,209,,,
13719.77,20.08,Fixed,,,3/23/2020 20:56,6,209,,,
2331.86,10.49,Float,41,68,3/23/2020 21:12,3,823,,,
14995.05,11.47,Float,,,3/23/2020 23:44,6,392,,,
"347,851.02",1.9,Float,299,91,3/23/2020 23:44,2,392,,,
1751.69,23.39,Fixed,,,3/24/2020 0:45,6,932,,,
1639.53,6.88,Float,134,77,3/24/2020 0:45,4,932,,,
2837.11,,,,,3/24/2020 0:45,12,932,,,
5765.46,25.02,Float,,,3/24/2020 1:18,6,893,,,
12669.32,29.13,Float,,,3/24/2020 1:18,6,893,,,
"655,149.19",5.14,Float,92,16,3/24/2020 2:01,2,823,,,
3819.76,,,,,3/24/2020 2:23,10,592,,,
7432,19.6,Fixed,,,3/24/2020 2:23,6,592,,,
139.26,4.34,Float,26,25,3/24/2020 2:23,5,592,,,
501.22,11.83,Fixed,,,3/24/2020 2:23,6,592,,,
2309.17,22.94,Fixed,,,3/24/2020 3:04,6,569,,,
103577.24,1.99,Float,,,3/24/2020 3:57,13,595,,,
5522.99,,,,,3/24/2020 6:54,12,837,,,
"382,354.00",4.67,Float,56,96,3/24/2020 9:52,2,122,,,
8502.8,0.34,Float,,,3/24/2020 9:54,13,523,,,
132305.16,,,,,3/24/2020 12:20,7,796,,,
304815.07,,,,,3/24/2020 12:20,9,796,,,
136275.19,,,,,3/24/2020 17:57,9,462,,,
7335.45,,,,,3/24/2020 18:07,12,796,,,
226713.8,1.21,Fixed,,,3/24/2020 18:50,13,649,,,
57185.3,2.26,Float,,,3/24/2020 19:27,13,70,,,
11349.18,,,,,3/25/2020 0:45,10,754,,,
249626.79,,,,,3/25/2020 2:14,9,367,,,
160581.01,1.02,Float,,,3/25/2020 2:14,13,367,,,
5642.37,21.98,Float,,,3/25/2020 2:14,6,367,,,
25422.94,,,,,3/25/2020 2:14,7,367,,,
141801.74,5.3,Fixed,208,6,3/25/2020 2:14,4,367,,,
9013.47,28.3,Fixed,,,3/25/2020 2:14,6,367,,,
18849.81,3.3,Fixed,233,65,3/25/2020 3:04,4,369,,,
211.12,,,,,3/25/2020 3:04,12,369,,,
149943.87,1.4,Fixed,,,3/25/2020 4:53,13,754,,,
"364,444.15",0.86,Float,187,19,3/25/2020 4:53,2,754,,,
7394.16,8.22,Float,1,71,3/25/2020 7:44,4,297,,,
140676.34,5.39,Fixed,229,81,3/25/2020 10:20,4,823,,,
13282.78,29.71,Float,,,3/25/2020 11:16,6,604,,,
108670.31,1.71,Fixed,,,3/25/2020 11:16,13,604,,,
23920.27,,,,,3/25/2020 14:08,7,294,,,
8811.64,,,,,3/25/2020 14:08,12,294,,,
12786.58,26.34,Float,,,3/25/2020 14:51,6,92,,,
15559.42,7.16,Fixed,83,66,3/25/2020 15:22,4,833,,,
415.29,6.85,Fixed,39,14,3/25/2020 16:09,3,476,,,
37805.57,0.18,Fixed,,,3/25/2020 16:09,13,504,,,
66344.85,1.58,Float,,,3/25/2020 16:16,13,44,,,
6353.97,,,,,3/25/2020 16:16,12,44,,,
55505.19,,,,,3/25/2020 16:16,10,44,,,
5508.61,,,,,3/25/2020 16:58,12,312,,,
180433.03,0.2,Float,,,3/25/2020 16:58,13,312,,,
54840.61,,,,,3/25/2020 16:58,7,312,,,
111569.58,,,,,3/25/2020 16:58,7,312,,,
20912.94,2.59,Fixed,,,3/25/2020 16:58,14,312,,,
10220.28,28.25,Fixed,,,3/25/2020 16:58,6,312,,,
22135.66,2.76,Fixed,,,3/25/2020 16:58,14,312,,,
241830.17,0.9,Float,,,3/25/2020 19:35,13,82,,,
96099.58,1.2,Fixed,,,3/25/2020 20:23,13,706,,,
136341.67,,,,,3/25/2020 20:49,7,916,,,
142206.82,,,,,3/25/2020 21:15,7,891,,,
9938.55,,,,,3/26/2020 3:23,12,717,,,
4440.78,10.8,Fixed,,,3/26/2020 3:50,6,268,,,
24388.16,,,,,3/26/2020 4:20,7,155,,,
3804.81,,,,,3/26/2020 5:21,12,714,,,
27010.37,1.01,Fixed,72,117,3/26/2020 5:49,1,903,,,
7514.19,,,,,3/26/2020 5:49,12,903,,,
14795.68,23.96,Fixed,,,3/26/2020 5:49,6,903,,,
192056.1,0.19,Fixed,,,3/26/2020 8:25,13,69,,,
5763.33,,,,,3/26/2020 9:33,12,939,,,
288643.76,,,,,3/26/2020 14:00,9,362,,,
8654,26.04,Fixed,,,3/26/2020 15:40,6,556,,,
34092.19,,,,,3/26/2020 20:58,7,390,,,
9852.48,,,,,3/26/2020 21:39,12,436,,,
12596.3,,,,,3/26/2020 22:35,7,84,,,
84364.54,,,,,3/26/2020 22:35,7,84,,,
1327.06,19.59,Float,,,3/27/2020 3:49,6,964,,,
192034.41,8.37,Fixed,161,9,3/27/2020 3:49,4,964,,,
4410.91,,,,,3/27/2020 3:49,12,964,,,
210194.73,,,,,3/27/2020 3:49,8,964,,,
"347,647.78",3.31,Float,61,45,3/27/2020 6:05,2,818,,,
"679,233.36",1.53,Fixed,289,11,3/27/2020 7:15,2,710,,,
36368.22,4.26,Float,175,21,3/27/2020 7:15,4,710,,,
14479.84,,,,,3/27/2020 7:15,7,710,,,
391956.19,,,,,3/27/2020 7:15,9,710,,,
205525.89,0.6,Fixed,,,3/27/2020 8:25,13,432,,,
785.8,,,,,3/27/2020 9:26,12,457,,,
65199.57,,,,,3/27/2020 9:26,10,457,,,
152814.67,5.89,Fixed,237,89,3/27/2020 9:26,4,457,,,
2373.84,,,,,3/27/2020 10:42,7,220,,,
6209.42,,,,,3/27/2020 10:42,12,220,,,
157784.14,2.36,Fixed,,,3/27/2020 12:38,13,940,,,
22687.29,5.3,Float,25,76,3/27/2020 12:38,5,940,,,
52504.24,,,,,3/27/2020 12:38,11,940,,,
149.46,,,,,3/27/2020 12:44,12,889,,,
188265.38,1.99,Float,,,3/27/2020 13:41,13,587,,,
1028.25,,,,,3/27/2020 13:41,12,587,,,
124370.76,,,,,3/27/2020 13:41,7,587,,,
13389.52,3.59,Fixed,,,3/27/2020 18:31,14,729,,,
63940.58,,,,,3/27/2020 19:08,10,307,,,
5172.24,,,,,3/27/2020 19:08,12,307,,,
139410.03,2.16,Float,,,3/27/2020 20:57,13,812,,,
"187,464.88",5.91,Float,42,57,3/27/2020 20:57,2,812,,,
188308.65,1.55,Float,,,3/27/2020 21:40,13,287,,,
14905.39,29.03,Fixed,,,3/27/2020 21:48,6,198,,,
203812.11,1,Float,,,3/27/2020 21:50,13,291,,,
6749.7,23.77,Fixed,,,3/27/2020 21:50,6,291,,,
87622.16,8.01,Float,72,88,3/27/2020 21:50,4,291,,,
139706.24,4.9,Float,201,58,3/27/2020 21:50,4,291,,,
38186.04,,,,,3/27/2020 21:50,7,291,,,
7917.93,,,,,3/27/2020 22:23,12,704,,,
54853.79,,,,,3/27/2020 22:48,7,82,,,
12935.74,10.74,Fixed,,,3/27/2020 23:04,6,836,,,
5908.22,,,,,3/27/2020 23:04,12,836,,,
9046.35,24.3,Float,,,3/27/2020 23:04,6,836,,,
375116,,,,,3/27/2020 23:04,9,836,,,
5268.49,,,,,3/28/2020 0:07,12,675,,,
93511.33,0.97,Float,,,3/28/2020 2:12,13,396,,,
7576.78,,,,,3/28/2020 2:25,12,729,,,
14645.82,14.98,Float,,,3/28/2020 2:31,6,444,,,
53242.77,0.42,Fixed,,,3/28/2020 2:39,13,538,,,
7295.45,14.47,Float,,,3/28/2020 2:39,6,538,,,
"505,079.83",5.34,Float,255,49,3/28/2020 2:39,2,538,,,
6596.22,,,,,3/28/2020 6:42,12,228,,,
18120.18,,,,,3/28/2020 8:07,7,401,,,
196297.76,0.75,Float,,,3/28/2020 11:39,13,342,,,
63859.4,0.4,Float,,,3/28/2020 11:49,13,202,,,
9992.78,,,,,3/28/2020 13:29,12,287,,,
97947.95,,,,,3/28/2020 15:05,7,1,,,
